Id	Form	Lemma	UPosTag	XPosTag	Feats	Head	DepRel	Deps	Misc
465	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#53.669#54.015
466	возможность	возможность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#54.015#54.361
467	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#54.361#54.707
468	развить	развивать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#54.707#55.053
469	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#55.053#55.399
470	своих	свой	DET	_	Case=Gen|Number=Plur	_	_	_	words-aal#@aal1975m#55.399#55.745
471	коллег	коллега	NOUN	_	Animacy=Anim|Case=Gen|Gender=Com|Number=Plur	_	_	_	words-aal#@aal1975m#55.745#56.091
472	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#56.091#56.437
473	помочь	помочь	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#56.437#56.783
474	дизайнерам	дизайнер	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#56.783#57.129
475	которые	который	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#57.129#57.475
476	работают	работать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#57.475#57.821
477	в	в	ADP	_	_	_	_	_	words-aal#@aal1975m#57.821#58.167
478	студии	студия	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#58.167#58.513
479	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#58.513#58.859
480	поучаствовать	участвовать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#58.859#59.205
481	максимально	максимально	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#59.205#59.551
482	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#59.551#59.897
483	у	у	ADP	_	_	_	_	_	words-aal#@aal1975m#59.897#60.243
484	них	они	PRON	_	Case=Gen|Number=Plur|Person=3	_	_	_	words-aal#@aal1975m#60.243#60.589
485	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#60.589#60.935
486	максимально	максимально	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#60.935#61.281
487	настоящий	настоящий	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#61.281#61.627
488	заказ	заказ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#61.627#61.973
489	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#61.973#62.319
490	максимальная	максимальный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#62.319#62.665
491	творческая	творческий	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#62.665#63.011
492	свобода	свобода	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#63.011#63.357
493	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#63.357#63.703
494	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	words-aal#@aal1975m#63.703#64.049
495	можете	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#64.049#64.395
496	сделать	делать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#64.395#64.741
497	все	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#64.741#65.093
498	все	вcе	PRON 	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#65.107#65.333
499	что	что	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#65.333#65.559
500	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	words-aal#@aal1975m#65.559#65.785
501	о	о	ADP	_	_	_	_	_	words-aal#@aal1975m#65.785#66.011
502	чем	что	PRON	_	Case=Loc	_	_	_	words-aal#@aal1975m#66.011#66.237
503	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	words-aal#@aal1975m#66.237#66.463
504	всю	весь	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#66.463#66.689
505	жизнь	жизнь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#66.689#66.915
506	мечтали	мечтать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#66.915#67.141
507	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#67.141#67.367
508	вам	вы	PRON	_	Case=Dat|Number=Plur|Person=2	_	_	_	words-aal#@aal1975m#67.367#67.593
509	никто	никто	PRON	_	Case=Nom	_	_	_	words-aal#@aal1975m#67.593#67.819
510	за	за	ADP	_	_	_	_	_	words-aal#@aal1975m#67.819#68.045
511	это	этот	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#68.045#68.271
512	слова	слово	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	words-aal#@aal1975m#68.271#68.497
513	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#68.497#68.723
514	скажет	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#68.723#68.949
515	у	у	ADP	_	_	_	_	_	words-aal#@aal1975m#68.949#69.175
516	заказчика	заказчик	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#69.175#69.401
517	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#69.401#69.627
518	мнения	мнение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#69.627#69.853
519	потому	потому	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#69.853#70.079
520	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#70.079#70.305
521	#цыкает#	#цыкает#	X	_	_	_	_	_	words-aal#@aal1975m#70.305#70.531
522	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#70.531#70.757
523	все	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#70.757#70.983
524	оно	оно	PRON	_	Case=Nom|Gender=Neut|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#70.983#71.209
525	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#71.209#71.435
526	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#71.435#71.661
527	слышно	слышно	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#71.661#71.887
528	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#71.887#72.113
529	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#72.113#72.339
530	рыба	рыба	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#72.339#72.565
531	в	в	ADP	_	_	_	_	_	words-aal#@aal1975m#72.565#72.791
532	аквариуме	аквариум	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#72.791#73.042
533	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#73.092#73.592
534	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#73.592#74.092
535	охуенно	охуенно	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#74.092#74.592
536	сработало	сработать	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#74.592#75.092
537	ну	ну	PART	_	_	_	_	_	words-aal#@aal1975m#77.985#78.191
538	да	да	CCONJ	_	_	_	_	_	words-aal#@aal1975m#78.364#78.807
539	ааа	аа	INTJ	_	_	_	_	_	words-aal#@aal1975m#80.043#80.568
540	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#80.568#81.093
541	два	два	NUM	_	Case=Nom|Gender=Neut	_	_	_	words-aal#@aal1975m#81.093#81.618
542	слова	слово	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#81.618#82.143
543	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#82.143#82.668
544	уникальная	уникальный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#82.668#83.193
545	иде...идентификация	идентификация	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#83.193#83.722
546	это	этот	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#86.56#86.75
547	чот	что-то	ADV	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#86.75#86.94
548	я	я	PRON	_	Degree=Pos	_	_	_	words-aal#@aal1975m#86.94#87.13
549	никогда	никогда	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#87.13#87.32
550	такого	такой	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#87.32#87.51
551	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#87.51#87.7
552	говорил	говорить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#87.7#87.89
553	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#87.89#88.08
554	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#88.08#88.27
555	чушь	чушь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#88.27#88.46
556	собачья	собачье	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#88.46#88.654
557	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#90.009#90.159
558	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#90.159#90.309
559	почему	почему	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#90.309#90.46
560	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#90.504#90.808
561	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#90.808#91.112
562	школьное	школьный	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#91.112#91.416
563	мнение	мнение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#91.416#91.72
564	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#91.72#92.024
565	типа	типа	PART	_	_	_	_	_	words-aal#@aal1975m#92.024#92.328
566	логотип	логотип	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#92.328#92.632
567	нужно	нужный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	words-aal#@aal1975m#92.632#92.936
568	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#92.936#93.24
569	уметь	уметь	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#93.24#93.544
570	нарисовать	нарисовать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#93.544#93.848
571	от	от	ADP	_	_	_	_	_	words-aal#@aal1975m#93.848#94.152
572	руки	рука	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#94.152#94.456
573	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#94.456#94.76
574	типа	типа	PART	_	_	_	_	_	words-aal#@aal1975m#94.76#95.064
575	как	как	SCONJ	_	_	_	_	_	words-aal#@aal1975m#95.064#95.368
576	знак	знак	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#95.368#95.672
577	пацифика	пацифик	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#95.672#95.976
578	вообще	вообще	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#95.976#96.28
579	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#96.28#96.584
580	нарисуй	рисовать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#96.584#96.888
581	от	от	ADP	_	_	_	_	_	words-aal#@aal1975m#96.888#97.192
582	руки	рука	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#97.192#97.496
583	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#97.496#97.8
584	логотип	логотип	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#97.8#98.104
585	кока-колы	кока-кола	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#98.104#98.414
586	нарисуй	рисовать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#98.468#98.855
587	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#98.855#99.242
588	ааа	аа	INTJ	_	_	_	_	_	words-aal#@aal1975m#99.242#99.63
589	там	там	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#100.19#100.564
590	нестле	нестле	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#100.564#100.938
591	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#100.938#101.312
592	или	или	CCONJ	_	_	_	_	_	words-aal#@aal1975m#101.312#101.686
593	данона	данон	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#101.686#102.06
594	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#102.06#102.434
595	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#102.434#102.808
596	есть	есть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	?
597	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#102.808#103.182
598	вообще	вообще	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#103.182#103.556
599	неважно	неважный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	words-aal#@aal1975m#103.556#103.93
600	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#103.93#104.304
601	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#104.304#104.678
602	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#104.678#105.052
603	когда	когда	SCONJ	_	_	_	_	_	words-aal#@aal1975m#105.052#105.426
604	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#105.426#105.8
605	рисуются	рисовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	_	_	_	words-aal#@aal1975m#105.8#106.174
606	логотипы	логотип	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#106.174#106.548
607	новые	новый	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	words-aal#@aal1975m#106.548#106.922
608	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#106.922#107.296
609	смелые	смелый	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	words-aal#@aal1975m#107.296#107.67
610	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#107.67#108.044
611	которые	который	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#108.044#108.418
612	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	words-aal#@aal1975m#108.418#108.792
613	можем	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#108.792#109.166
614	позволить	позволить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#109.166#109.54
615	себе	себя	PRON	_	Case=Dat	_	_	_	words-aal#@aal1975m#109.54#109.914
616	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#109.914#110.288
617	внутри	внутри	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#110.288#110.662
618	студии	студия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#110.662#111.036
619	развить	развивать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#111.036#111.41
620	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#111.41#111.784
621	потому	потому	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#111.784#112.158
622	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#112.158#112.532
623	у	у	ADP	_	_	_	_	_	words-aal#@aal1975m#112.532#112.906
624	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	words-aal#@aal1975m#112.906#113.28
625	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#113.28#113.654
626	ограничений	ограничение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	words-aal#@aal1975m#113.654#114.028
627	в	в	ADP	_	_	_	_	_	words-aal#@aal1975m#114.028#114.402
628	виде	вид	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#114.402#114.776
629	мнения	мнение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#114.776#115.15
630	заказчика	заказчик	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#115.15#115.54
631	тут-то	тут-то	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#115.709#115.984
632	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	words-aal#@aal1975m#115.984#116.259
633	исследуем	исследовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#116.259#116.534
634	границы	граница	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	words-aal#@aal1975m#116.534#116.809
635	дизайна	дизайн	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#116.809#117.084
636	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#117.084#117.359
637	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	words-aal#@aal1975m#117.359#117.634
638	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#117.634#117.909
639	делаем	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#117.909#118.184
640	в	в	ADP	_	_	_	_	_	words-aal#@aal1975m#118.184#118.459
641	реальном	реальный	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#118.459#118.734
642	мире	мир	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#118.734#119.009
643	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#119.009#119.284
644	за	за	ADP	_	_	_	_	_	words-aal#@aal1975m#119.284#119.559
645	деньги	деньги	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	words-aal#@aal1975m#119.559#119.834
646	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#119.834#120.109
647	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#120.109#120.384
648	развиваем	развивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#120.384#120.659
649	дизайнеров	дизайнер	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#120.659#120.934
650	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#120.934#121.209
651	а	а	CCONJ	_	_	_	_	_	words-aal#@aal1975m#121.209#121.484
652	другие	другой	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	words-aal#@aal1975m#121.484#121.759
653	ребята	ребята	NOUN	_	Animacy=Anim|Case=Nom|Gender=Neut|Number=Plur	_	_	_	words-aal#@aal1975m#121.759#122.034
654	так	так	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#122.034#122.309
655	делать	делать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#122.309#122.584
656	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#122.584#122.859
657	могут	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#122.859#123.134
658	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#123.134#123.409
659	потому	потому	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#123.409#123.684
660	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#123.684#123.959
661	если	если	SCONJ	_	_	_	_	_	words-aal#@aal1975m#123.959#124.234
662	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	words-aal#@aal1975m#124.234#124.509
663	вдруг	вдруг	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#124.509#124.784
664	решишь	решить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#124.784#125.059
665	рисовать	рисовать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#125.059#125.334
666	экспериментальный	экспериментальный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#125.334#125.609
667	дизайн	дизайн	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#125.609#125.884
668	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#125.884#126.159
669	развивать	развивать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#126.159#126.434
670	свои	свой	DET	_	Case=Acc|Number=Plur	_	_	_	words-aal#@aal1975m#126.434#126.709
671	возможности	возможность	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	words-aal#@aal1975m#126.709#126.984
672	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#126.984#127.259
673	выяснится	выясниться	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	words-aal#@aal1975m#127.259#127.534
674	что	что	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#127.534#127.809
675	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	words-aal#@aal1975m#127.809#128.084
676	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#128.084#128.359
677	только	только	PART	_	_	_	_	_	words-aal#@aal1975m#128.359#128.634
678	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#128.634#128.909
679	в	в	ADP	_	_	_	_	_	words-aal#@aal1975m#128.909#129.184
680	жопу	жопа	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#129.184#129.459
681	себе	себя	PRON	_	Case=Dat	_	_	_	words-aal#@aal1975m#129.459#129.734
682	можешь	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#129.734#130.009
683	засунуть	засунуть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#130.009#130.284
684	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#130.284#130.559
685	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#130.559#130.834
686	никто	никто	PRON	_	Case=Nom	_	_	_	words-aal#@aal1975m#130.834#131.109
687	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#131.109#131.384
688	возьмет	брать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#131.384#131.659
689	потому	потому	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#131.659#131.934
690	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#131.934#132.209
691	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#132.209#132.484
692	ссут	ссать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#132.484#132.764
693	а	а	CCONJ	_	_	_	_	_	words-aal#@aal1975m#132.885#133.183
694	щас	сейчас	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#133.183#133.481
